machine,station_id,station_type,day,shift,planned_min,running_min,total_units,good_units,availability,performance,quality,oee
M1,ST1,Robotics,2025-01-28,B,480,110,634,633,0.22916666666666666,0.9606060606060606,0.998422712933754,0.21979166666666666
M1,ST2,CNC,2025-01-28,B,480,107,627,624,0.22291666666666668,0.9766355140186916,0.9952153110047847,0.2166666666666667
M1,ST3,Robotics,2025-01-28,B,480,110,630,628,0.22916666666666666,0.9545454545454546,0.9968253968253968,0.21805555555555556
M1,ST4,Assembly,2025-01-28,B,480,111,645,645,0.23125,0.9684684684684685,1.0,0.22395833333333334
M1,ST5,Welding,2025-01-28,B,480,112,646,646,0.23333333333333334,0.9613095238095238,1.0,0.22430555555555556
M1,ST6,Cooling_System,2025-01-28,B,480,110,646,644,0.22916666666666666,0.9787878787878788,0.9969040247678018,0.2236111111111111
M1,ST7,Inspection,2025-01-28,B,480,116,661,654,0.24166666666666667,0.9497126436781609,0.989409984871407,0.22708333333333333
M1,ST8,Packaging,2025-01-28,B,480,118,676,672,0.24583333333333332,0.9548022598870056,0.9940828402366864,0.2333333333333333
M1,ST1,Robotics,2025-01-28,C,480,215,1132,1127,0.4479166666666667,0.8775193798449612,0.9955830388692579,0.39131944444444444
M1,ST2,CNC,2025-01-28,C,480,219,1128,1121,0.45625,0.8584474885844748,0.9937943262411347,0.3892361111111111
M1,ST3,Robotics,2025-01-28,C,480,220,1123,1121,0.4583333333333333,0.8507575757575757,0.9982190560997328,0.38923611111111106
M1,ST4,Assembly,2025-01-28,C,480,225,1123,1119,0.46875,0.8318518518518518,0.9964381121994658,0.3885416666666667
M1,ST5,Welding,2025-01-28,C,480,221,1137,1135,0.46041666666666664,0.8574660633484162,0.9982409850483729,0.39409722222222215
M1,ST6,Cooling_System,2025-01-28,C,480,228,1129,1127,0.475,0.8252923976608187,0.9982285208148804,0.39131944444444444
M1,ST7,Inspection,2025-01-28,C,480,225,1129,1125,0.46875,0.8362962962962963,0.9964570416297609,0.390625
M1,ST8,Packaging,2025-01-28,C,480,224,1129,1121,0.4666666666666667,0.8400297619047619,0.9929140832595217,0.3892361111111111
M1,ST1,Robotics,2025-01-29,A,480,198,1130,1123,0.4125,0.9511784511784511,0.9938053097345133,0.3899305555555555
M1,ST2,CNC,2025-01-29,A,480,202,1136,1132,0.42083333333333334,0.9372937293729373,0.9964788732394366,0.39305555555555555
M1,ST3,Robotics,2025-01-29,A,480,208,1145,1145,0.43333333333333335,0.9174679487179487,1.0,0.3975694444444444
M1,ST4,Assembly,2025-01-29,A,480,214,1153,1149,0.44583333333333336,0.8979750778816199,0.9965307892454467,0.39895833333333336
M1,ST5,Welding,2025-01-29,A,480,208,1161,1157,0.43333333333333335,0.9302884615384616,0.9965546942291128,0.4017361111111111
M1,ST6,Cooling_System,2025-01-29,A,480,210,1166,1160,0.4375,0.9253968253968254,0.9948542024013722,0.4027777777777778
M1,ST7,Inspection,2025-01-29,A,480,213,1177,1170,0.44375,0.9209702660406885,0.994052676295667,0.40625
M1,ST8,Packaging,2025-01-29,A,480,213,1177,1169,0.44375,0.9209702660406885,0.9932030586236194,0.4059027777777778
M1,ST1,Robotics,2025-01-29,B,480,166,959,955,0.3458333333333333,0.9628514056224899,0.9958289885297185,0.3315972222222222
M1,ST2,CNC,2025-01-29,B,480,166,948,947,0.3458333333333333,0.9518072289156626,0.9989451476793249,0.32881944444444444
M1,ST3,Robotics,2025-01-29,B,480,164,948,947,0.3416666666666667,0.9634146341463414,0.9989451476793249,0.32881944444444444
M1,ST4,Assembly,2025-01-29,B,480,162,948,945,0.3375,0.9753086419753086,0.9968354430379747,0.328125
M1,ST5,Welding,2025-01-29,B,480,165,948,943,0.34375,0.9575757575757575,0.9947257383966245,0.32743055555555556
M1,ST6,Cooling_System,2025-01-29,B,480,168,948,945,0.35,0.9404761904761905,0.9968354430379747,0.328125
M1,ST7,Inspection,2025-01-29,B,480,171,948,942,0.35625,0.9239766081871345,0.9936708860759493,0.32708333333333334
M1,ST8,Packaging,2025-01-29,B,480,170,948,940,0.3541666666666667,0.9294117647058824,0.9915611814345991,0.32638888888888895
M1,ST1,Robotics,2025-01-29,C,480,143,813,812,0.29791666666666666,0.9475524475524476,0.998769987699877,0.28194444444444444
M1,ST2,CNC,2025-01-29,C,480,144,813,809,0.3,0.9409722222222222,0.995079950799508,0.2809027777777778
M1,ST3,Robotics,2025-01-29,C,480,139,789,786,0.28958333333333336,0.9460431654676259,0.9961977186311787,0.2729166666666667
M1,ST4,Assembly,2025-01-29,C,480,138,772,767,0.2875,0.9323671497584541,0.9935233160621761,0.26631944444444444
M1,ST5,Welding,2025-01-29,C,480,139,750,749,0.28958333333333336,0.8992805755395683,0.9986666666666667,0.26006944444444446
M1,ST6,Cooling_System,2025-01-29,C,480,140,755,748,0.2916666666666667,0.8988095238095238,0.990728476821192,0.25972222222222224
M1,ST7,Inspection,2025-01-29,C,480,139,744,742,0.28958333333333336,0.8920863309352518,0.9973118279569892,0.2576388888888889
M1,ST8,Packaging,2025-01-29,C,480,138,744,743,0.2875,0.8985507246376812,0.9986559139784946,0.2579861111111111
M1,ST1,Robotics,2025-01-30,A,480,133,756,753,0.27708333333333335,0.9473684210526315,0.996031746031746,0.26145833333333335
M1,ST2,CNC,2025-01-30,A,480,135,758,757,0.28125,0.9358024691358025,0.9986807387862797,0.26284722222222223
M1,ST3,Robotics,2025-01-30,A,480,133,760,757,0.27708333333333335,0.9523809523809523,0.9960526315789474,0.26284722222222223
M1,ST4,Assembly,2025-01-30,A,480,134,760,756,0.2791666666666667,0.945273631840796,0.9947368421052631,0.2625
M1,ST5,Welding,2025-01-30,A,480,135,770,768,0.28125,0.9506172839506173,0.9974025974025974,0.26666666666666666
M1,ST6,Cooling_System,2025-01-30,A,480,138,780,777,0.2875,0.9420289855072463,0.9961538461538462,0.26979166666666665
M1,ST7,Inspection,2025-01-30,A,480,145,780,779,0.3020833333333333,0.896551724137931,0.9987179487179487,0.2704861111111111
M1,ST8,Packaging,2025-01-30,A,480,145,780,777,0.3020833333333333,0.896551724137931,0.9961538461538462,0.26979166666666665
M1,ST1,Robotics,2025-01-30,B,480,198,1119,1114,0.4125,0.9419191919191919,0.9955317247542449,0.38680555555555557
M1,ST2,CNC,2025-01-30,B,480,192,1119,1115,0.4,0.9713541666666666,0.9964253798033958,0.3871527777777778
M1,ST3,Robotics,2025-01-30,B,480,185,1118,1117,0.3854166666666667,1.0,0.9991055456171736,0.38507192903995235
M1,ST4,Assembly,2025-01-30,B,480,188,1115,1114,0.39166666666666666,0.9884751773049646,0.9991031390134529,0.38680555555555557
M1,ST5,Welding,2025-01-30,B,480,186,1100,1094,0.3875,0.985663082437276,0.9945454545454545,0.3798611111111111
M1,ST6,Cooling_System,2025-01-30,B,480,190,1100,1096,0.3958333333333333,0.9649122807017544,0.9963636363636363,0.38055555555555554
M1,ST7,Inspection,2025-01-30,B,480,190,1100,1097,0.3958333333333333,0.9649122807017544,0.9972727272727273,0.38090277777777776
M1,ST8,Packaging,2025-01-30,B,480,192,1100,1095,0.4,0.9548611111111112,0.9954545454545455,0.38020833333333337
M1,ST1,Robotics,2025-01-30,C,480,242,1350,1344,0.5041666666666667,0.9297520661157025,0.9955555555555555,0.4666666666666667
M1,ST2,CNC,2025-01-30,C,480,244,1348,1344,0.5083333333333333,0.9207650273224044,0.9970326409495549,0.4666666666666667
M1,ST3,Robotics,2025-01-30,C,480,248,1347,1341,0.5166666666666667,0.905241935483871,0.9955456570155902,0.46562500000000007
M1,ST4,Assembly,2025-01-30,C,480,248,1344,1337,0.5166666666666667,0.9032258064516129,0.9947916666666666,0.4642361111111111
M1,ST5,Welding,2025-01-30,C,480,245,1349,1341,0.5104166666666666,0.917687074829932,0.994069681245367,0.46562499999999996
M1,ST6,Cooling_System,2025-01-30,C,480,240,1339,1336,0.5,0.9298611111111111,0.9977595220313666,0.4638888888888889
M1,ST7,Inspection,2025-01-30,C,480,216,1239,1234,0.45,0.9560185185185185,0.9959644874899112,0.4284722222222222
M1,ST8,Packaging,2025-01-30,C,480,233,1339,1333,0.48541666666666666,0.957796852646638,0.9955190440627334,0.46284722222222224
M1,ST1,Robotics,2025-01-31,C,360,93,563,560,0.25833333333333336,1.0,0.9946714031971581,0.25695677915926585
M1,ST2,CNC,2025-01-31,C,360,96,570,570,0.26666666666666666,0.9895833333333334,1.0,0.2638888888888889
M1,ST3,Robotics,2025-01-31,C,360,99,577,576,0.275,0.9713804713804713,0.9982668977469671,0.2666666666666667
M1,ST4,Assembly,2025-01-31,C,360,98,590,589,0.2722222222222222,1.0,0.9983050847457627,0.2717608286252354
M1,ST5,Welding,2025-01-31,C,360,101,602,599,0.28055555555555556,0.9933993399339934,0.9950166112956811,0.27731481481481485
M1,ST6,Cooling_System,2025-01-31,C,360,101,592,589,0.28055555555555556,0.976897689768977,0.9949324324324325,0.2726851851851852
M1,ST7,Inspection,2025-01-31,C,360,100,592,591,0.2777777777777778,0.9866666666666667,0.9983108108108109,0.27361111111111114
M1,ST8,Packaging,2025-01-31,C,360,100,592,592,0.2777777777777778,0.9866666666666667,1.0,0.2740740740740741
